v4_0,mmm_yy,time,uk_only,geography,cpih1dim1aggid,aggregate,time_parsed
99.7,Jun-12,Jun-12,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,
91.1,Jun-12,Jun-12,K02000001,United Kingdom,CP0116,01.1.6 Fruit,
120.6,Jun-12,Jun-12,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,
88.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0951,09.5.1 Books,
109.2,Jun-12,Jun-12,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,
95.2,Jun-12,Jun-12,K02000001,United Kingdom,CP0724,07.2.4 Other services,
92.7,Jun-12,Jun-12,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,
97.4,Jun-12,Jun-12,K02000001,United Kingdom,CP125,12.5 Insurance,
68.0,Jun-12,Jun-12,K02000001,United Kingdom,CP10,10 Education,
91.0,Jun-12,Jun-12,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,
99.5,Jun-12,Jun-12,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",
91.6,Jun-12,Jun-12,K02000001,United Kingdom,CP124,12.4 Social protection,
101.0,Jun-12,Jun-12,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",
145.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",
98.9,Jun-12,Jun-12,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,
100.2,Jun-12,Jun-12,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,
92.6,Jun-12,Jun-12,K02000001,United Kingdom,CP112,11.2 Accommodation services,
98.3,Jun-12,Jun-12,K02000001,United Kingdom,CP09,09 Recreation and culture,
91.1,Jun-12,Jun-12,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,
99.7,Jun-12,Jun-12,K02000001,United Kingdom,CP052,05.2 Household textiles,
96.6,Jun-12,Jun-12,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",
98.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,
102.7,Jun-12,Jun-12,K02000001,United Kingdom,CP0213,02.1.3 Beer,
88.0,Jun-12,Jun-12,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",
96.2,Jun-12,Jun-12,K02000001,United Kingdom,CP0113,01.1.3 Fish,
106.7,Jun-12,Jun-12,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,
96.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,
98.6,Jun-12,Jun-12,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,
97.1,Jun-12,Jun-12,K02000001,United Kingdom,CP0212,02.1.2 Wine,
95.5,Jun-12,Jun-12,K02000001,United Kingdom,CP03,03 Clothing and footwear,
87.7,Jun-12,Jun-12,K02000001,United Kingdom,CP0451,04.5.1 Electricity,
96.2,Jun-12,Jun-12,K02000001,United Kingdom,CP1112,11.1.2 Canteens,
88.6,Jun-12,Jun-12,K02000001,United Kingdom,CP073,07.3 Transport services,
97.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",
94.9,Jun-12,Jun-12,K02000001,United Kingdom,CP08,08 Communication,
98.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,
97.6,Jun-12,Jun-12,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products",
92.5,Jun-12,Jun-12,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,
94.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",
98.9,Jun-12,Jun-12,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,
82.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,
86.1,Jun-12,Jun-12,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,
94.0,Jun-12,Jun-12,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,
95.6,Jun-12,Jun-12,K02000001,United Kingdom,CP00,Overall Index,
101.1,Jun-12,Jun-12,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",
94.4,Jun-12,Jun-12,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",
95.5,Jun-12,Jun-12,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,
103.0,Jun-12,Jun-12,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,
98.5,Jun-12,Jun-12,K02000001,United Kingdom,CP0112,01.1.2 Meat,
94.6,Jun-12,Jun-12,K02000001,United Kingdom,CP0312,03.1.2 Garments,
101.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,
98.6,Jun-12,Jun-12,K02000001,United Kingdom,CP011,01.1 Food,
97.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,
103.6,Jun-12,Jun-12,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",
108.8,Jun-12,Jun-12,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars,
95.3,Jun-12,Jun-12,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture,
104.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0914,09.1.4 Recording media,
99.8,Jun-12,Jun-12,K02000001,United Kingdom,CP121,12.1 Personal care,
95.1,Jun-12,Jun-12,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,
95.3,Jun-12,Jun-12,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,
98.3,Jun-12,Jun-12,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,
102.2,Jun-12,Jun-12,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,
94.5,Jun-12,Jun-12,K02000001,United Kingdom,CP127,12.7 Other services (nec),
88.1,Jun-12,Jun-12,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,
91.9,Jun-12,Jun-12,K02000001,United Kingdom,CP0452,04.5.2 Gas,
101.3,Jun-12,Jun-12,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,
93.8,Jun-12,Jun-12,K02000001,United Kingdom,CP0622,06.2.2 Dental services,
91.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,
94.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",
100.9,Jun-12,Jun-12,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,
98.2,Jun-12,Jun-12,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,
143.6,Jun-12,Jun-12,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,
98.9,Jun-12,Jun-12,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",
94.4,Jun-12,Jun-12,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,
120.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,
86.0,Jun-12,Jun-12,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,
90.0,Jun-12,Jun-12,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,
96.7,Jun-12,Jun-12,K02000001,United Kingdom,CP0441,04.4.1 Water supply,
88.8,Jun-12,Jun-12,K02000001,United Kingdom,CP063,06.3 Hospital services,
96.7,Jun-12,Jun-12,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),
93.5,Jun-12,Jun-12,K02000001,United Kingdom,CP11,11 Restaurants and hotels,
91.6,Jun-12,Jun-12,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",
119.8,Jun-12,Jun-12,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,
93.7,Jun-12,Jun-12,K02000001,United Kingdom,CP111,11.1 Catering services,
97.6,Jun-12,Jun-12,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,
97.4,Jun-12,Jun-12,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils",
81.9,Jun-12,Jun-12,K02000001,United Kingdom,CP022,02.2 Tobacco,
94.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,
103.5,Jun-12,Jun-12,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,
93.5,Jun-12,Jun-12,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,
95.0,Jun-12,Jun-12,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,
105.6,Jun-12,Jun-12,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,
93.6,Jun-12,Jun-12,K02000001,United Kingdom,CP06,06 Health,
95.2,Jun-12,Jun-12,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",
95.3,Jun-12,Jun-12,K02000001,United Kingdom,CP096,09.6 Package holidays,
105.3,Jun-12,Jun-12,K02000001,United Kingdom,CP126,12.6 Financial services (nec),
89.9,Jun-12,Jun-12,K02000001,United Kingdom,CP081,08.1 Postal services,
99.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,
97.8,Jun-12,Jun-12,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars,
94.1,Jun-12,Jun-12,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,
97.3,Jun-12,Jun-12,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,
101.0,Jun-12,Jun-12,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,
133.8,Jun-12,Jun-12,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,
95.5,Jun-12,Jun-12,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,
100.8,Jun-12,Jun-12,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,
101.7,Jun-12,Jun-12,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,
101.6,Jun-12,Jun-12,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,
102.9,Jun-12,Jun-12,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",
94.7,Jun-12,Jun-12,K02000001,United Kingdom,CP031,03.1 Clothing,
100.0,Jun-12,Jun-12,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",
96.1,Jun-12,Jun-12,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles,
93.8,Jun-12,Jun-12,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",
100.5,Jun-12,Jun-12,K02000001,United Kingdom,CP07,07 Transport,
96.1,Jun-12,Jun-12,K02000001,United Kingdom,CP0211,02.1.1 Spirits,
100.3,Jun-12,Jun-12,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),
94.9,May-12,May-12,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,
87.9,May-12,May-12,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",
101.4,May-12,May-12,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,
88.7,May-12,May-12,K02000001,United Kingdom,CP063,06.3 Hospital services,
98.2,May-12,May-12,K02000001,United Kingdom,CP09,09 Recreation and culture,
97.4,May-12,May-12,K02000001,United Kingdom,CP125,12.5 Insurance,
98.6,May-12,May-12,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,
95.8,May-12,May-12,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",
86.1,May-12,May-12,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,
91.0,May-12,May-12,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,
101.2,May-12,May-12,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,
93.5,May-12,May-12,K02000001,United Kingdom,CP0622,06.2.2 Dental services,
93.4,May-12,May-12,K02000001,United Kingdom,CP11,11 Restaurants and hotels,
86.4,May-12,May-12,K02000001,United Kingdom,CP073,07.3 Transport services,
91.9,May-12,May-12,K02000001,United Kingdom,CP0452,04.5.2 Gas,
94.4,May-12,May-12,K02000001,United Kingdom,CP127,12.7 Other services (nec),
90.0,May-12,May-12,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,
103.3,May-12,May-12,K02000001,United Kingdom,CP052,05.2 Household textiles,
90.7,May-12,May-12,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,
110.8,May-12,May-12,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars,
94.0,May-12,May-12,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,
102.0,May-12,May-12,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,
99.0,May-12,May-12,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,
94.3,May-12,May-12,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,
94.4,May-12,May-12,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",
134.6,May-12,May-12,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,
98.7,May-12,May-12,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,
90.9,May-12,May-12,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,
99.1,May-12,May-12,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",
98.8,May-12,May-12,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,
95.1,May-12,May-12,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",
97.5,May-12,May-12,K02000001,United Kingdom,CP0211,02.1.1 Spirits,
99.4,May-12,May-12,K02000001,United Kingdom,CP0312,03.1.2 Garments,
99.8,May-12,May-12,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,
93.5,May-12,May-12,K02000001,United Kingdom,CP111,11.1 Catering services,
96.4,May-12,May-12,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,
101.0,May-12,May-12,K02000001,United Kingdom,CP07,07 Transport,
81.7,May-12,May-12,K02000001,United Kingdom,CP022,02.2 Tobacco,
95.4,May-12,May-12,K02000001,United Kingdom,CP0724,07.2.4 Other services,
98.7,May-12,May-12,K02000001,United Kingdom,CP011,01.1 Food,
82.3,May-12,May-12,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,
93.2,May-12,May-12,K02000001,United Kingdom,CP06,06 Health,
98.6,May-12,May-12,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,
98.8,May-12,May-12,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",
95.1,May-12,May-12,K02000001,United Kingdom,CP08,08 Communication,
102.2,May-12,May-12,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",
95.9,May-12,May-12,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles,
94.3,May-12,May-12,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,
103.0,May-12,May-12,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,
100.1,May-12,May-12,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,
100.7,May-12,May-12,K02000001,United Kingdom,CP121,12.1 Personal care,
93.3,May-12,May-12,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",
97.6,May-12,May-12,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,
100.1,May-12,May-12,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,
98.8,May-12,May-12,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,
95.5,May-12,May-12,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,
99.2,May-12,May-12,K02000001,United Kingdom,CP031,03.1 Clothing,
107.3,May-12,May-12,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,
92.6,May-12,May-12,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,
96.1,May-12,May-12,K02000001,United Kingdom,CP1112,11.1.2 Canteens,
95.3,May-12,May-12,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,
86.3,May-12,May-12,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,
102.7,May-12,May-12,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",
155.7,May-12,May-12,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,
105.6,May-12,May-12,K02000001,United Kingdom,CP0213,02.1.3 Beer,
80.1,May-12,May-12,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,
97.1,May-12,May-12,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),
95.6,May-12,May-12,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,
93.2,May-12,May-12,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,
98.7,May-12,May-12,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,
109.7,May-12,May-12,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,
88.5,May-12,May-12,K02000001,United Kingdom,CP0951,09.5.1 Books,
89.9,May-12,May-12,K02000001,United Kingdom,CP081,08.1 Postal services,
95.0,May-12,May-12,K02000001,United Kingdom,CP062,06.2 Out-patient services,
94.1,May-12,May-12,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,
98.6,May-12,May-12,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,
90.0,May-12,May-12,K02000001,United Kingdom,CP0116,01.1.6 Fruit,
96.8,May-12,May-12,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",
95.2,May-12,May-12,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,
96.2,May-12,May-12,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",
88.5,May-12,May-12,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,
120.4,May-12,May-12,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,
93.4,May-12,May-12,K02000001,United Kingdom,CP112,11.2 Accommodation services,
123.7,May-12,May-12,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,
99.6,May-12,May-12,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,
94.1,May-12,May-12,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",
87.7,May-12,May-12,K02000001,United Kingdom,CP0451,04.5.1 Electricity,
97.3,May-12,May-12,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products",
100.6,May-12,May-12,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",
103.5,May-12,May-12,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,
97.3,May-12,May-12,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,
106.7,May-12,May-12,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,
102.6,May-12,May-12,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,
99.1,May-12,May-12,K02000001,United Kingdom,CP0113,01.1.3 Fish,
