v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate
80.2,Jul-11,Jul-11,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
92.8,Jul-11,Jul-11,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
92,Jul-11,Jul-11,K02000001,United Kingdom,CP0312,03.1.2 Garments
96.1,Jul-11,Jul-11,K02000001,United Kingdom,CP0112,01.1.2 Meat
152.6,Jul-11,Jul-11,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
99.6,Jul-11,Jul-11,K02000001,United Kingdom,CP121,12.1 Personal care
91.7,Jul-11,Jul-11,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
98.2,Jul-11,Jul-11,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
80.5,Jul-11,Jul-11,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
94.9,Jul-11,Jul-11,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
91,Jul-11,Jul-11,K02000001,United Kingdom,CP08,08 Communication
95.9,Jul-11,Jul-11,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
96.8,Jul-11,Jul-11,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
97.1,Jul-11,Jul-11,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
98.8,Jul-11,Jul-11,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
100.3,Jul-11,Jul-11,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
90.8,Jul-11,Jul-11,K02000001,United Kingdom,CP06,06 Health
72.9,Jul-11,Jul-11,K02000001,United Kingdom,CP081,08.1 Postal services
93.3,Jul-11,Jul-11,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
102.3,Jul-11,Jul-11,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
87.8,Jul-11,Jul-11,K02000001,United Kingdom,CP0116,01.1.6 Fruit
92.2,Jul-11,Jul-11,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
91.9,Jul-11,Jul-11,K02000001,United Kingdom,CP0441,04.4.1 Water supply
90.8,Jul-11,Jul-11,K02000001,United Kingdom,CP11,11 Restaurants and hotels
81.2,Jul-11,Jul-11,K02000001,United Kingdom,CP0451,04.5.1 Electricity
96.9,Jul-11,Jul-11,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
93,Jul-11,Jul-11,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
94.7,Jul-11,Jul-11,K02000001,United Kingdom,CP0724,07.2.4 Other services
85.8,Jul-11,Jul-11,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
93.9,Jul-11,Jul-11,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
90.2,Jul-11,Jul-11,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
99.8,Jul-11,Jul-11,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
94.4,Jul-11,Jul-11,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
101.7,Jul-11,Jul-11,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
95.6,Jul-11,Jul-11,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
95.6,Jul-11,Jul-11,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
143.8,Jul-11,Jul-11,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
99,Jul-11,Jul-11,K02000001,United Kingdom,CP052,05.2 Household textiles
93.6,Jul-11,Jul-11,K02000001,United Kingdom,CP062,06.2 Out-patient services
87.7,Jul-11,Jul-11,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
84.5,Jul-11,Jul-11,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
84.6,Jul-11,Jul-11,K02000001,United Kingdom,CP063,06.3 Hospital services
76.2,Jul-11,Jul-11,K02000001,United Kingdom,CP022,02.2 Tobacco
92,Jul-11,Jul-11,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
89.1,Jul-11,Jul-11,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
92.3,Jul-11,Jul-11,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
64.7,Jul-11,Jul-11,K02000001,United Kingdom,CP10,10 Education
211.2,Jul-11,Jul-11,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
92.9,Jul-11,Jul-11,K02000001,United Kingdom,CP03,03 Clothing and footwear
94.7,Jul-11,Jul-11,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
93.6,Jul-11,Jul-11,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
96.7,Jul-11,Jul-11,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
101.9,Jul-11,Jul-11,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
79.6,Jul-11,Jul-11,K02000001,United Kingdom,CP0452,04.5.2 Gas
93.1,Jul-11,Jul-11,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
101.1,Jul-11,Jul-11,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
91.7,Jul-11,Jul-11,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
91.3,Jul-11,Jul-11,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
110.7,Jul-11,Jul-11,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
88.5,Jul-11,Jul-11,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
103.4,Jul-11,Jul-11,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
90.9,Jul-11,Jul-11,K02000001,United Kingdom,CP111,11.1 Catering services
99.6,Jul-11,Jul-11,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
94.2,Jul-11,Jul-11,K02000001,United Kingdom,CP1112,11.1.2 Canteens
94.4,Jul-11,Jul-11,K02000001,United Kingdom,CP0113,01.1.3 Fish
130.1,Jul-11,Jul-11,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
89.4,Jul-11,Jul-11,K02000001,United Kingdom,CP124,12.4 Social protection
93.1,Jul-11,Jul-11,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
88.8,Jul-11,Jul-11,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
96.5,Jul-11,Jul-11,K02000001,United Kingdom,CP0211,02.1.1 Spirits
104.2,Jul-11,Jul-11,K02000001,United Kingdom,CP0213,02.1.3 Beer
98.6,Jul-11,Jul-11,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
98.6,Jul-11,Jul-11,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
95.2,Jul-11,Jul-11,K02000001,United Kingdom,CP125,12.5 Insurance
91.9,Jul-11,Jul-11,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
