v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate
163.8,Feb-97,Feb-97,K02000001,United Kingdom,CP0914,09.1.4 Recording media
76.2,Feb-97,Feb-97,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
54.2,Feb-97,Feb-97,K02000001,United Kingdom,CP1112,11.1.2 Canteens
49.9,Feb-97,Feb-97,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
52,Feb-97,Feb-97,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
65.5,Feb-97,Feb-97,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
69.6,Feb-97,Feb-97,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
74.2,Feb-97,Feb-97,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
51.1,Feb-97,Feb-97,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
25.3,Feb-97,Feb-97,K02000001,United Kingdom,CP10,10 Education
56.3,Feb-97,Feb-97,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
62,Feb-97,Feb-97,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
93.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
38.7,Feb-97,Feb-97,K02000001,United Kingdom,CP125,12.5 Insurance
64.6,Feb-97,Feb-97,K02000001,United Kingdom,CP011,01.1 Food
97.9,Feb-97,Feb-97,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
43.9,Feb-97,Feb-97,K02000001,United Kingdom,CP127,12.7 Other services (nec)
32.8,Feb-97,Feb-97,K02000001,United Kingdom,CP0452,04.5.2 Gas
55,Feb-97,Feb-97,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
38.4,Feb-97,Feb-97,K02000001,United Kingdom,CP073,07.3 Transport services
75.5,Feb-97,Feb-97,K02000001,United Kingdom,CP0212,02.1.2 Wine
69,Feb-97,Feb-97,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
37.6,Feb-97,Feb-97,K02000001,United Kingdom,CP081,08.1 Postal services
142.9,Feb-97,Feb-97,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
89.1,Feb-97,Feb-97,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
52.7,Feb-97,Feb-97,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
0,Feb-97,Feb-97,K02000001,United Kingdom,CP124,12.4 Social protection
0,Feb-97,Feb-97,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
93.9,Feb-97,Feb-97,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
47.4,Feb-97,Feb-97,K02000001,United Kingdom,CP0451,04.5.1 Electricity
118.7,Feb-97,Feb-97,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
55.3,Feb-97,Feb-97,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
73,Feb-97,Feb-97,K02000001,United Kingdom,CP0211,02.1.1 Spirits
189.4,Feb-97,Feb-97,K02000001,United Kingdom,CP03,03 Clothing and footwear
3802.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
171.7,Feb-97,Feb-97,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
44.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
76.6,Feb-97,Feb-97,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
164.9,Feb-97,Feb-97,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
97.5,Feb-97,Feb-97,K02000001,United Kingdom,CP0213,02.1.3 Beer
111,Feb-97,Feb-97,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
64,Feb-97,Feb-97,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
79.5,Feb-97,Feb-97,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
0,Feb-97,Feb-97,K02000001,United Kingdom,CP063,06.3 Hospital services
76.6,Feb-97,Feb-97,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
48.6,Feb-97,Feb-97,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
1773.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
79.9,Feb-97,Feb-97,K02000001,United Kingdom,CP121,12.1 Personal care
206.8,Feb-97,Feb-97,K02000001,United Kingdom,CP0312,03.1.2 Garments
96,Feb-97,Feb-97,K02000001,United Kingdom,CP09,09 Recreation and culture
70.9,Feb-97,Feb-97,K02000001,United Kingdom,CP0112,01.1.2 Meat
130.4,Feb-97,Feb-97,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
87.5,Feb-97,Feb-97,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
32.2,Feb-97,Feb-97,K02000001,United Kingdom,CP022,02.2 Tobacco
65.2,Feb-97,Feb-97,K02000001,United Kingdom,CP0951,09.5.1 Books
56.2,Feb-97,Feb-97,K02000001,United Kingdom,CP111,11.1 Catering services
114.6,Feb-97,Feb-97,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
61.2,Feb-97,Feb-97,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
55.8,Feb-97,Feb-97,K02000001,United Kingdom,CP11,11 Restaurants and hotels
59.3,Feb-97,Feb-97,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
54.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
160,Feb-97,Feb-97,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
30,Feb-97,Feb-97,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
83.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
68.3,Feb-97,Feb-97,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
47.8,Feb-97,Feb-97,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
48,Feb-97,Feb-97,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
61.9,Feb-97,Feb-97,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
79,Feb-97,Feb-97,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
553,Feb-97,Feb-97,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
47.3,Feb-97,Feb-97,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
50,Feb-97,Feb-97,K02000001,United Kingdom,CP0441,04.4.1 Water supply
644.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
81.5,Feb-97,Feb-97,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
44.2,Feb-97,Feb-97,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
0,Feb-97,Feb-97,K02000001,United Kingdom,CP0622,06.2.2 Dental services
0,Feb-97,Feb-97,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
109.2,Feb-97,Feb-97,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
53.5,Feb-97,Feb-97,K02000001,United Kingdom,CP0724,07.2.4 Other services
39.8,Feb-97,Feb-97,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
65,Feb-97,Feb-97,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
95,Feb-97,Feb-97,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
72.3,Feb-97,Feb-97,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
62.2,Feb-97,Feb-97,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
103.3,Feb-97,Feb-97,K02000001,United Kingdom,CP08,08 Communication
52.2,Feb-97,Feb-97,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
0,Feb-97,Feb-97,K02000001,United Kingdom,CP062,06.2 Out-patient services
77.2,Feb-97,Feb-97,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
121.7,Feb-97,Feb-97,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
52.3,Feb-97,Feb-97,K02000001,United Kingdom,CP096,09.6 Package holidays
54.8,Feb-97,Feb-97,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
0,Feb-97,Feb-97,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
123.5,Feb-97,Feb-97,K02000001,United Kingdom,CP052,05.2 Household textiles
71.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
71.3,Feb-97,Feb-97,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
81.2,Feb-97,Feb-97,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
60.5,Feb-97,Feb-97,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
61.5,Feb-97,Feb-97,K02000001,United Kingdom,CP07,07 Transport
44.2,Feb-97,Feb-97,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
49,Feb-97,Feb-97,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
66.1,Feb-97,Feb-97,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
49.3,Feb-97,Feb-97,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
70.6,Feb-97,Feb-97,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
74.4,Feb-97,Feb-97,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
43.5,Feb-97,Feb-97,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
162.1,Jan-97,Jan-97,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
69.5,Jan-97,Jan-97,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
64.8,Jan-97,Jan-97,K02000001,United Kingdom,CP0951,09.5.1 Books
76.5,Jan-97,Jan-97,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
52.1,Jan-97,Jan-97,K02000001,United Kingdom,CP096,09.6 Package holidays
54.2,Jan-97,Jan-97,K02000001,United Kingdom,CP1112,11.1.2 Canteens
76.2,Jan-97,Jan-97,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
3857.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
64.8,Jan-97,Jan-97,K02000001,United Kingdom,CP011,01.1 Food
193.4,Jan-97,Jan-97,K02000001,United Kingdom,CP031,03.1 Clothing
78.1,Jan-97,Jan-97,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
49,Jan-97,Jan-97,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
94.3,Jan-97,Jan-97,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
32.8,Jan-97,Jan-97,K02000001,United Kingdom,CP0452,04.5.2 Gas
83.1,Jan-97,Jan-97,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
61,Jan-97,Jan-97,K02000001,United Kingdom,CP0116,01.1.6 Fruit
70.9,Jan-97,Jan-97,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
170.4,Jan-97,Jan-97,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
37.5,Jan-97,Jan-97,K02000001,United Kingdom,CP081,08.1 Postal services
554.7,Jan-97,Jan-97,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
47.9,Jan-97,Jan-97,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
66.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
32.1,Jan-97,Jan-97,K02000001,United Kingdom,CP022,02.2 Tobacco
142.9,Jan-97,Jan-97,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
80.1,Jan-97,Jan-97,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
81.4,Jan-97,Jan-97,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
55.3,Jan-97,Jan-97,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
52,Jan-97,Jan-97,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
0,Jan-97,Jan-97,K02000001,United Kingdom,CP124,12.4 Social protection
67.9,Jan-97,Jan-97,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
82.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
47.1,Jan-97,Jan-97,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
38.7,Jan-97,Jan-97,K02000001,United Kingdom,CP125,12.5 Insurance
74.1,Jan-97,Jan-97,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
109,Jan-97,Jan-97,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
73.6,Jan-97,Jan-97,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
53.5,Jan-97,Jan-97,K02000001,United Kingdom,CP0724,07.2.4 Other services
48,Jan-97,Jan-97,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
0,Jan-97,Jan-97,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
76.3,Jan-97,Jan-97,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
162.6,Jan-97,Jan-97,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
130.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
64,Jan-97,Jan-97,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
51,Jan-97,Jan-97,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
69,Jan-97,Jan-97,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
72.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
47.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
60.8,Jan-97,Jan-97,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
43.5,Jan-97,Jan-97,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
88.8,Jan-97,Jan-97,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
69.2,Jan-97,Jan-97,K02000001,United Kingdom,CP00,Overall Index
30,Jan-97,Jan-97,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
50.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0113,01.1.3 Fish
65.3,Jan-97,Jan-97,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
75.4,Jan-97,Jan-97,K02000001,United Kingdom,CP0212,02.1.2 Wine
70.8,Jan-97,Jan-97,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
188.9,Jan-97,Jan-97,K02000001,United Kingdom,CP03,03 Clothing and footwear
38.2,Jan-97,Jan-97,K02000001,United Kingdom,CP073,07.3 Transport services
63.5,Jan-97,Jan-97,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
0,Jan-97,Jan-97,K02000001,United Kingdom,CP0622,06.2.2 Dental services
57.6,Jan-97,Jan-97,K02000001,United Kingdom,CP06,06 Health
39.8,Jan-97,Jan-97,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
55.6,Jan-97,Jan-97,K02000001,United Kingdom,CP11,11 Restaurants and hotels
25.3,Jan-97,Jan-97,K02000001,United Kingdom,CP10,10 Education
55,Jan-97,Jan-97,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
0,Jan-97,Jan-97,K02000001,United Kingdom,CP063,06.3 Hospital services
54.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
94.6,Jan-97,Jan-97,K02000001,United Kingdom,CP0213,02.1.3 Beer
52.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
70.9,Jan-97,Jan-97,K02000001,United Kingdom,CP0112,01.1.2 Meat
49.9,Jan-97,Jan-97,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
95.9,Jan-97,Jan-97,K02000001,United Kingdom,CP09,09 Recreation and culture
0,Jan-97,Jan-97,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
43.4,Jan-97,Jan-97,K02000001,United Kingdom,CP127,12.7 Other services (nec)
54.3,Jan-97,Jan-97,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
0,Jan-97,Jan-97,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
72.5,Jan-97,Jan-97,K02000001,United Kingdom,CP0211,02.1.1 Spirits
121,Jan-97,Jan-97,K02000001,United Kingdom,CP052,05.2 Household textiles
77.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
79.8,Jan-97,Jan-97,K02000001,United Kingdom,CP121,12.1 Personal care
119.8,Jan-97,Jan-97,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
49.9,Jan-97,Jan-97,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
49.1,Jan-97,Jan-97,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
43.9,Jan-97,Jan-97,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
78.7,Jan-97,Jan-97,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
205.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0312,03.1.2 Garments
62.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
56,Jan-97,Jan-97,K02000001,United Kingdom,CP111,11.1 Catering services
64.4,Jan-97,Jan-97,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
53.5,Jan-97,Jan-97,K02000001,United Kingdom,CP112,11.2 Accommodation services
60.3,Jan-97,Jan-97,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
93.8,Jan-97,Jan-97,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
61.2,Jan-97,Jan-97,K02000001,United Kingdom,CP07,07 Transport
78.6,Jan-97,Jan-97,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
78.5,Jan-97,Jan-97,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
68.6,Jan-97,Jan-97,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
113.5,Jan-97,Jan-97,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
646.1,Jan-97,Jan-97,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
61.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
97.4,Jan-97,Jan-97,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
56.1,Jan-97,Jan-97,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
56.4,Jan-97,Jan-97,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
103.3,Jan-97,Jan-97,K02000001,United Kingdom,CP08,08 Communication
50,Jan-97,Jan-97,K02000001,United Kingdom,CP0441,04.4.1 Water supply
162.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0914,09.1.4 Recording media
59.3,Jan-97,Jan-97,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
65.1,Jan-97,Jan-97,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
61.4,Jan-97,Jan-97,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
1770.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
52.7,Jan-97,Jan-97,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
121.8,Jan-97,Jan-97,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
50.7,Jan-97,Jan-97,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
47.2,Jan-97,Jan-97,K02000001,United Kingdom,CP0451,04.5.1 Electricity
47,Jan-97,Jan-97,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
94.8,Jan-97,Jan-97,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
118.3,Jan-97,Jan-97,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
0,Jan-97,Jan-97,K02000001,United Kingdom,CP062,06.2 Out-patient services
44.2,Jan-97,Jan-97,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
87.5,Jan-97,Jan-97,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
111,Jan-97,Jan-97,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
108.9,Jan-97,Jan-97,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
40.7,Jan-97,Jan-97,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
64.7,Dec-96,Dec-96,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
84.9,Dec-96,Dec-96,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
54.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
94.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
0,Dec-96,Dec-96,K02000001,United Kingdom,CP062,06.2 Out-patient services
83.2,Dec-96,Dec-96,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
62.2,Dec-96,Dec-96,K02000001,United Kingdom,CP0116,01.1.6 Fruit
51.9,Dec-96,Dec-96,K02000001,United Kingdom,CP096,09.6 Package holidays
77.4,Dec-96,Dec-96,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
50,Dec-96,Dec-96,K02000001,United Kingdom,CP0441,04.4.1 Water supply
78.5,Dec-96,Dec-96,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
100.2,Dec-96,Dec-96,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
126.9,Dec-96,Dec-96,K02000001,United Kingdom,CP052,05.2 Household textiles
68.3,Dec-96,Dec-96,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
104,Dec-96,Dec-96,K02000001,United Kingdom,CP08,08 Communication
69.1,Dec-96,Dec-96,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
40,Dec-96,Dec-96,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
75.4,Dec-96,Dec-96,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
64.5,Dec-96,Dec-96,K02000001,United Kingdom,CP0951,09.5.1 Books
74.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0212,02.1.2 Wine
1819.9,Dec-96,Dec-96,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
49.9,Dec-96,Dec-96,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
55.5,Dec-96,Dec-96,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
70.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0112,01.1.2 Meat
220.4,Dec-96,Dec-96,K02000001,United Kingdom,CP0312,03.1.2 Garments
56.1,Dec-96,Dec-96,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
59.5,Dec-96,Dec-96,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
159,Dec-96,Dec-96,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
77.5,Dec-96,Dec-96,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
48.5,Dec-96,Dec-96,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
59,Dec-96,Dec-96,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
0,Dec-96,Dec-96,K02000001,United Kingdom,CP124,12.4 Social protection
43.8,Dec-96,Dec-96,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
37.8,Dec-96,Dec-96,K02000001,United Kingdom,CP073,07.3 Transport services
79.9,Dec-96,Dec-96,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
87.5,Dec-96,Dec-96,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
63.4,Dec-96,Dec-96,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
56,Dec-96,Dec-96,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
79.7,Dec-96,Dec-96,K02000001,United Kingdom,CP121,12.1 Personal care
52.7,Dec-96,Dec-96,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
56,Dec-96,Dec-96,K02000001,United Kingdom,CP111,11.1 Catering services
93.7,Dec-96,Dec-96,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
62.3,Dec-96,Dec-96,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
85.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
25.2,Dec-96,Dec-96,K02000001,United Kingdom,CP10,10 Education
75.9,Dec-96,Dec-96,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
74.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
64.5,Dec-96,Dec-96,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
80.1,Dec-96,Dec-96,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
117.1,Dec-96,Dec-96,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
69.1,Dec-96,Dec-96,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
0,Dec-96,Dec-96,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
53.5,Dec-96,Dec-96,K02000001,United Kingdom,CP112,11.2 Accommodation services
31.5,Dec-96,Dec-96,K02000001,United Kingdom,CP022,02.2 Tobacco
662.2,Dec-96,Dec-96,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
88.7,Dec-96,Dec-96,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
43.3,Dec-96,Dec-96,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
65.5,Dec-96,Dec-96,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
47.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0451,04.5.1 Electricity
50.9,Dec-96,Dec-96,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
165.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0914,09.1.4 Recording media
47.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
72.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0211,02.1.1 Spirits
51.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
